0.000,0.013
0.189,0.007
0.378,-0.015
0.567,-0.000
0.756,0.006
0.945,-0.007
1.135,0.003
1.324,0.001
1.513,0.000
1.702,-0.002
1.891,0.004
2.080,0.012
2.269,-0.010
2.458,0.010
2.647,0.002
2.836,0.004
3.026,-0.011
3.215,0.001
3.404,0.015
3.593,-0.011
3.782,-0.020
3.971,-0.017
4.160,0.003
4.349,0.024
4.538,0.011
4.727,0.017
4.917,0.001
5.106,0.014
5.295,-0.003
5.484,0.006
5.673,-0.003
5.862,-0.005
6.051,0.001
6.240,-0.005
6.429,0.013
6.618,0.002
6.808,0.004
6.997,-0.003
7.186,0.013
7.375,-0.007
7.564,0.007
7.753,-0.004
7.942,-0.009
8.131,-0.005
8.320,-0.008
8.509,-0.002
8.699,-0.003
8.888,0.003
9.077,0.006
9.266,-0.001
9.455,-0.000
9.644,0.003
9.833,-0.005
10.022,0.007
10.211,0.008
10.400,0.002
10.590,0.024
10.779,0.009
10.968,-0.001
11.157,-0.004
11.346,-0.002
11.535,-0.005
11.724,0.011
11.913,-0.007
12.102,-0.001
12.291,-0.005
12.481,0.010
12.670,-0.014
12.859,-0.004
13.048,-0.001
13.237,0.003
13.426,0.005
13.615,-0.002
13.804,0.010
13.993,0.003
14.182,0.025
14.372,-0.015
14.561,0.006
14.750,-0.010
14.939,-0.008
15.128,0.020
15.317,0.017
15.506,-0.019
15.695,-0.002
15.884,-0.001
16.073,-0.021
16.263,-0.000
16.452,0.004
16.641,0.002
16.830,-0.020
17.019,0.011
17.208,0.002
17.397,-0.001
17.586,-0.008
17.775,0.007
17.964,0.009
18.154,-0.005
18.343,0.001
18.532,0.008
18.721,-0.020
18.910,0.001
19.099,-0.019
19.288,-0.009
19.477,0.005
19.666,-0.001
19.855,-0.004
20.044,-0.003
20.234,0.008
20.423,0.007
20.612,-0.008
20.801,0.003
20.990,-0.005
21.179,0.024
21.368,-0.007
21.557,-0.003
21.746,-0.003
21.935,-0.004
22.125,0.001
22.314,0.003
22.503,-0.016
22.692,-0.006
22.881,-0.013
23.070,0.012
23.259,0.025
23.448,0.014
23.637,0.003
23.826,0.010
24.016,0.002
24.205,0.017
24.394,0.007
24.583,-0.002
24.772,-0.011
24.961,-0.006
25.150,0.003
25.339,-0.012
25.528,-0.002
25.717,0.013
25.907,0.000
26.096,0.020
26.285,0.014
26.474,-0.003
26.663,-0.014
26.852,-0.000
27.041,-0.005
27.230,0.004
27.419,0.016
27.608,-0.011
27.798,-0.004
27.987,0.003
28.176,0.011
28.365,0.005
28.554,0.004
28.743,0.013
28.932,0.005
29.121,-0.002
29.310,0.001
29.499,-0.007
29.689,0.005
29.878,0.009
30.067,-0.030
30.256,0.012
30.445,-0.001
30.634,0.005
30.823,0.007
31.012,-0.023
31.201,-0.012
31.390,-0.003
31.580,-0.008
31.769,0.003
31.958,-0.005
32.147,-0.017
32.336,0.006
32.525,0.011
32.714,0.006
32.903,-0.007
33.092,-0.003
33.281,0.005
33.471,0.006
33.660,0.010
33.849,-0.003
34.038,-0.014
34.227,-0.007
34.416,0.005
34.605,0.007
34.794,0.022
34.983,0.001
35.172,0.002
35.362,-0.002
35.551,-0.004
35.740,0.008
35.929,0.004
36.118,-0.002
36.307,-0.011
36.496,-0.001
36.685,-0.004
36.874,0.013
37.063,0.009
37.253,-0.010
37.442,0.012
37.631,-0.006
37.820,0.001
38.009,0.012
38.198,-0.010
38.387,0.002
38.576,-0.011
38.765,-0.019
38.954,0.010
39.143,0.000
39.333,-0.008
39.522,-0.016
39.711,-0.004
39.900,0.013
40.089,0.004
40.278,-0.004
40.467,-0.007
40.656,0.001
40.845,-0.015
41.034,0.013
41.224,0.005
41.413,0.012
41.602,-0.006
41.791,0.009
41.980,0.007
42.169,-0.015
42.358,0.001
42.547,0.003
42.736,-0.006
42.925,-0.004
43.115,0.004
43.304,-0.000
43.493,-0.010
43.682,0.006
43.871,0.002
44.060,0.002
44.249,0.001
44.438,0.004
44.627,-0.003
44.816,-0.009
45.006,-0.007
45.195,0.011
45.384,-0.020
45.573,0.005
45.762,-0.014
45.951,-0.016
46.140,-0.010
46.329,-0.003
46.518,0.007
46.707,-0.017
46.897,0.017
47.086,0.012
47.275,-0.001
47.464,-0.003
47.653,-0.010
47.842,0.006
48.031,0.001
48.220,0.014
48.409,-0.007
48.598,0.005
48.788,-0.000
48.977,-0.008
49.166,0.019
49.355,0.003
49.544,0.006
49.733,-0.011
49.922,-0.007
50.111,0.001
50.300,-0.006
50.489,0.006
50.679,0.004
50.868,-0.008
51.057,0.002
51.246,0.000
51.435,-0.002
51.624,-0.011
51.813,-0.008
52.002,0.002
52.191,0.010
52.380,-0.010
52.570,0.012
52.759,0.002
52.948,-0.012
53.137,0.004
53.326,0.009
53.515,0.003
53.704,0.024
53.893,0.004
54.082,0.010
54.271,0.002
54.461,0.012
54.650,-0.022
54.839,-0.006
55.028,0.000
55.217,0.010
55.406,0.008
55.595,0.018
55.784,0.013
55.973,0.013
56.162,0.012
56.352,0.018
56.541,0.028
56.730,0.032
56.919,0.038
57.108,0.032
57.297,0.034
57.486,0.044
57.675,0.061
57.864,0.084
58.053,0.082
58.242,0.098
58.432,0.092
58.621,0.152
58.810,0.133
58.999,0.184
59.188,0.183
59.377,0.225
59.566,0.252
59.755,0.275
59.944,0.307
60.133,0.335
60.323,0.383
60.512,0.436
60.701,0.473
60.890,0.507
61.079,0.577
61.268,0.604
61.457,0.670
61.646,0.713
61.835,0.769
62.024,0.843
62.214,0.884
62.403,0.929
62.592,0.993
62.781,1.060
62.970,1.096
63.159,1.165
63.348,1.209
63.537,1.242
63.726,1.292
63.915,1.333
64.105,1.324
64.294,1.380
64.483,1.394
64.672,1.398
64.861,1.415
65.050,1.414
65.239,1.399
65.428,1.410
65.617,1.380
65.806,1.368
65.996,1.327
66.185,1.281
66.374,1.263
66.563,1.217
66.752,1.162
66.941,1.110
67.130,1.083
67.319,1.037
67.508,0.984
67.697,0.920
67.887,0.859
68.076,0.805
68.265,0.748
68.454,0.701
68.643,0.635
68.832,0.576
69.021,0.537
69.210,0.493
69.399,0.443
69.588,0.403
69.778,0.385
69.967,0.334
70.156,0.276
70.345,0.264
70.534,0.206
70.723,0.207
70.912,0.181
71.101,0.154
71.290,0.124
71.479,0.106
71.669,0.104
71.858,0.080
72.047,0.082
72.236,0.057
72.425,0.050
72.614,0.053
72.803,0.038
72.992,0.030
73.181,0.029
73.370,0.026
73.560,0.018
73.749,0.018
73.938,0.012
74.127,0.015
74.316,0.012
74.505,0.012
74.694,0.014
74.883,-0.005
75.072,-0.009
75.261,0.001
75.451,0.002
75.640,0.008
75.829,-0.009
76.018,0.005
76.207,0.008
76.396,-0.013
76.585,0.008
76.774,0.018
76.963,0.006
77.152,-0.004
77.341,-0.001
77.531,0.005
77.720,0.001
77.909,-0.025
78.098,0.022
78.287,0.004
78.476,0.008
78.665,0.020
78.854,0.014
79.043,0.008
79.232,0.013
79.422,0.021
79.611,0.023
79.800,0.017
79.989,0.029
80.178,0.031
80.367,0.020
80.556,0.017
80.745,0.033
80.934,0.038
81.123,0.031
81.313,0.035
81.502,0.048
81.691,0.048
81.880,0.064
82.069,0.060
82.258,0.083
82.447,0.070
82.636,0.061
82.825,0.074
83.014,0.081
83.204,0.072
83.393,0.103
83.582,0.104
83.771,0.111
83.960,0.115
84.149,0.118
84.338,0.137
84.527,0.140
84.716,0.160
84.905,0.162
85.095,0.169
85.284,0.197
85.473,0.212
85.662,0.229
85.851,0.239
86.040,0.269
86.229,0.264
86.418,0.299
86.607,0.295
86.796,0.317
86.986,0.339
87.175,0.361
87.364,0.400
87.553,0.400
87.742,0.416
87.931,0.460
88.120,0.476
88.309,0.486
88.498,0.531
88.687,0.563
88.877,0.578
89.066,0.625
